title,description,content,publishedAt,url
China missed key climate target last year: Official data,"BEIJING: China missed a key climate target in 2024 and emissions in the world's second-largest economy continued to rise as coal remained dominant despite record renewable additions, official data showed on Friday (Feb 28). Beijing's National Bureau of Statis…","BEIJING: China missed a key climate target in 2024 and emissions in the world's second-largest economy continued to rise as coal remained dominant despite record renewable additions, official data sh… [+1184 chars]",2025-02-28T06:03:25Z,https://www.channelnewsasia.com/sustainability/china-missed-key-climate-target-last-year-official-data-4966891
Mapping Ukraine’s rare earth and critical minerals,Ukraine holds deposits of 22 out of 34 minerals the EU classifies as critical. Many are in parts controlled by Russia.,Ukrainian President Volodymyr Zelenskyy is set to sign a deal with US President Donald Trump on Friday that would allow the United States access to the Eastern European nations vast reserves of criti… [+5521 chars],2025-02-28T06:02:40Z,https://www.aljazeera.com/news/2025/2/28/mapping-ukraines-rare-earth-and-critical-minerals
"When you disparage data centres, ‘you’re effectively demonising the big tax takes, the exports, the balance of trade’","Ireland risks being left behind in the digital age by our negative view of data centres, says Garry Connolly, director of industry lobby group Digital Infrastructure Ireland","If you watch a movie on Netflix, send a WhatsApp, or do your shopping online, youre using a data centre, says Garry Connolly, Digital Infrastructure Ireland director. The cloud is a data centre, he s… [+12365 chars]",2025-02-28T06:00:00Z,https://www.irishtimes.com/business/2025/02/28/when-you-disparage-data-centres-youre-effectively-demonising-the-big-tax-takes-the-exports-the-balance-of-trade/
"‘Different currency, same people.’ All-island market offers opportunity and challenges on both sides of the Border","North-South trade has grown rapidly, but more could be done to turn the Dublin Belfast Economic Corridor into a powerhouse, a conference has heard","Northerners love flame-grilled, meaty crisps but they will try new flavours too, while their southern counterparts are more cautious, with 60 per cent opting for that most traditional of fare, the ba… [+11697 chars]",2025-02-28T06:00:00Z,https://www.irishtimes.com/business/economy/2025/02/28/different-currency-same-people-all-island-market-offers-opportunity-and-challenges-on-both-sides-of-the-border/
Forging A New Climate-Friendly Coalition Government for Germany a Daunting Task,It seems certain that the link between the economy and the climate will be removed.,"By P Gosselin
By KlimaNachrichten
The German parliamentary election has been decided, now its all about the possible coalition plans.
It seems certain that the link between the economy and the cli… [+3061 chars]",2025-02-28T06:00:00Z,https://wattsupwiththat.com/2025/02/27/forging-a-new-climate-friendly-coalition-government-for-germany-a-daunting-task/
Econocide: Green subsidies are hastening our energy demise,"In addition to bringing reduced emissions of supposed planetary warming CO2, government plans for wind and solar to dominate electricity supply assumed these technologies would become cheaper than the coal and gas they were to replace. Wind and solar were to …","In addition to bringing reduced emissions of supposed planetary warming CO2, government plans for wind and solar to dominate electricity supply assumed these technologies would become cheaper than th… [+5704 chars]",2025-02-28T06:00:00Z,https://www.naturalnews.com/2025-02-28-green-subsidies-are-hastening-our-energy-demise.html
"Energy Secretary Visits New Mexico, Shares Plan For U.S. Energy Future",What technologies have been established is what should be accelerated to provide the electrical power surge needed for AI data centers.,"US Secretary of Energy Chris Wright speaks during the annual Conservative Political Action ... [+] Conference (CPAC) in Maryland, on February 20, 2025.
AFP via Getty Images
This week, the new Energ… [+8847 chars]",2025-02-28T04:35:31Z,https://www.forbes.com/sites/ianpalmer/2025/02/27/energy-secretary-visits-new-mexico-shares-plan-for-us-energy-future/
Daihatsu begins operations at new Indonesian plant – KAP is now brand’s largest overseas production site,"PT Astra Daihatsu Motor (ADM), an Indonesian subsidiary of Daihatsu Motor, has announced the start of full-scale operations of the Karawang Assembly Plant 2 (KAP 2) located in West Java. The plant, which began construction […]
The post Daihatsu begins operati…","PT Astra Daihatsu Motor (ADM), an Indonesian subsidiary of Daihatsu Motor, has announced the start of full-scale operations of the Karawang Assembly Plant 2 (KAP 2) located in West Java. The plant, w… [+1335 chars]",2025-02-28T04:15:08Z,https://paultan.org/2025/02/28/daihatsu-begins-operations-at-new-indonesian-plant/
"Perodua, TNB team up to boost EV adoption, install TNB Electron chargers at selected Perodua outlets","Three years after previous prime minister Datuk Seri Ismail Sabri Yaakob suggested it, Perodua and Tenaga Nasional (TNB) yesterday signed a landmark agreement to drive EV adoption in Malaysia through strengthening charging infrastructure, integrating renewabl…","Three years after previous prime minister Datuk Seri Ismail Sabri Yaakob suggested it, Perodua and Tenaga Nasional (TNB) yesterday signed a landmark agreement to drive EV adoption in Malaysia through… [+2952 chars]",2025-02-28T03:20:28Z,https://paultan.org/2025/02/28/perodua-tnb-team-up-to-boost-ev-adoption-install-tnb-electron-chargers-at-selected-perodua-outlets/
Deutsche Telekom subsidiary becomes a validator for Injective blockchain,"One of Europe’s largest telecommunications companies, Deutsche Telekom, has become a validator for layer-1 blockchain Injective through its subsidiary Deutsche Telekom MMS.","A subsidiary of one of Europes largest telecommunications companies, Deutsche Telekom, has become a validator for layer-1 blockchain Injective. 
Deutsche Telekom MMS, a subsidiary that provides cons… [+2704 chars]",2025-02-28T02:09:48Z,https://cointelegraph.com/news/deutsche-telekom-validator-injective-blockchain
Stocks that will see action today: 28 February 2025,"Buzzing stocks, stocks to watch: Tata Power, TVS Motor, Transrail, Granules India, RVNL, Coffee Day, Coal India, GE Power, HCL Tech, Zomato","TP Solar Limited (TP Solar), a wholly-owned subsidiary of Tata Power Renewable Energy Ltd (TPREL) and a subsidiary of Tata Power, running Indias largest single location solar manufacturing plant, has… [+4103 chars]",2025-02-28T01:44:51Z,https://www.thehindubusinessline.com/markets/stocks-that-will-see-action-today-28-february-2025/article69271753.ece
Thai Scion Taps U.S. Gas Wells To Help Family’s Coal Giant Go Green,Banpu CEO Sinon Vongkusolkit is charging ahead with a bold makeover of the Southeast Asian coal miner into a clean energy player— but it won’t be an easy run.,"Banpu CEO Sinon Vongkusolkit is charging ahead with a bold makeover of the Southeast Asian coal miner into a clean energy player but it wont be an easy run.
Back in September, Sinon Vongkusolkit,the… [+13652 chars]",2025-02-28T01:30:00Z,https://www.forbes.com/sites/phisanuphromchanya/2025/02/27/thai-scion-taps-us-gas-wells-to-help-familys-coal-giant-go-green/
Let Them Eat Solar Panels (and Efficiency),"In 2013, the World Bank declared it would stop funding coal projects and would only “in rare circumstances” provide financial support for new coal plants. It also said it would “scale up efforts to improve energy efficiency and increase renewable energy.” Rat…","In 2013, the World Bank declared it would stop funding coal projects and would only in rare circumstances provide financial support for new coal plants. It also said it would scale up efforts to impr… [+6879 chars]",2025-02-28T01:28:38Z,http://www.newgeography.com/content/008451-let-them-eat-solar-panels
Share Market Live Updates 28 February 2025: Stock to buy today: Shriram Finance (₹607),"Sensex, Nifty, Share Prices LIVE: Shriram Finance stock has been appreciating since mid-January. Last week, it broke out of trendline resistance at ₹575. On Thursday, it surpassed another barrier at ₹590. Consequently, the stock has formed a higher high and i…","GE Power: Company gets additional contract worth Rs 273.5 crore from GREENKO KA01 IREP. (Positive)
Kernex Microsystems: Kernex-MRT
consortium bags project worth Rs 325.33 crore from South Eastern R… [+4752 chars]",2025-02-28T01:18:37Z,https://www.thehindubusinessline.com/markets/share-market-today-nifty-sensex-live-updates-28-february-2025/article69270118.ece
"Stock Market Highlights 28 February 2025: Bloodbath on D-Street; Sensex plunges 1.9% to 73,198, Nifty settles below 22,150","Sensex, Nifty updates on 28 February 2025: Benchmark indices Sensex and Nifty tumbled nearly 2% on Friday amid broad-based selling. The Sensex plunged 1414.33 points or 1.90 per cent to 73,198.10, while the Nifty fell 420.35 points or 1.86 per cent to 22,124.…","<li></li>
February 28, 2025 16:22Currency market today: Rupee depreciates 28 paise as US dollar strengthens amid trade tariff uncertainty
Rupee depreciates 28 paise as US dollar strengthens amid tr… [+48686 chars]",2025-02-28T01:18:37Z,https://www.thehindubusinessline.com/markets/share-market-highlights-28-february-2025/article69270118.ece
Asia’s Coal Boom is Bad News For Natural Gas,"Natural gas bulls betting on the world's largest and fastest-growing power market to drive global demand over the next couple of decades could be in for disappointment. According to Global Energy Monitor (GEM), Asia's largest economies have three times more c…","The global liquefied natural gas…
It is likely that the…
In response to U.S. tariffs,…
By Alex Kimani - Feb 27, 2025, 7:00 PM CSTNatural gas bulls betting on the world's largest and fastest-growin… [+5549 chars]",2025-02-28T01:00:00Z,https://oilprice.com/Energy/Natural-Gas/Asias-Coal-Boom-is-Bad-News-For-Natural-Gas.html
Renewables generated 24.2% of US electricity in 2024 – EIA data,"Renewables increased their output by almost 10% and provided nearly a quarter of US electrical generation in 2024, according to newly released US Energy Information Administration (EIA) data. 



 more…","Photo: Clearway Energy Group
Renewables increased their output by almost 10% and provided nearly a quarter of US electrical generation in 2024, according to newly released US Energy Information Admi… [+3288 chars]",2025-02-28T00:04:03Z,http://electrek.co/2025/02/27/renewables-generated-24-percent-us-electricity-2024-eia-data/
"The investigation of Co6-xFexW6N (x =0, 3, 6) as Electrocatalysts for the Hydrogen Evolution Reaction","Dalton Trans., 2025, Accepted ManuscriptDOI: 10.1039/D4DT03005B, PaperYouyi Sun, Zhengxin Yang, Weihao Li, Alexey Y. GaninProton exchange membrane (PEM) water electrolysers are considered the most promising devices for hydrogen production when operated in tan…","Y. Sun, Z. Yang, W. Li and A. Y. Ganin,
 Dalton Trans., 2025, Accepted Manuscript
, DOI: 10.1039/D4DT03005B
To request permission to reproduce material from this article, please go to the 
 Copyr… [+602 chars]",2025-02-28T00:00:00Z,https://pubs.rsc.org/en/content/articlelanding/2025/dt/d4dt03005b
OPEC’s Relevance Isn’t Fading—Yet,"Two months from now, OPEC+ is supposed to start unwinding the oil production cuts it agreed in 2022 and aimed at keeping the price of oil palatable for the members of the group. The start of unwinding is not a certainty, however. To some, this is a sign of OP…","Americans should brace for higher…
Migration and Chevron's presence in…
Uruguay, a leader in renewable…
By Alex Kimani - Feb 27, 2025, 6:00 PM CSTTwo months from now, OPEC+ is supposed to start un… [+5029 chars]",2025-02-28T00:00:00Z,https://oilprice.com/Energy/Crude-Oil/OPECs-Relevance-Isnt-FadingYet.html
The Shattered Mirror of Globalisation: Unveiling the Consequences for the Electricity Industry,"2. The Future of Electricity and Industry The global energy sector is at a crossroads, with two competing pathways: Continuation of Fossil Fuels Many governments prioritize short-term energy security by extending the life of oil, gas, and coal, particularly i…","Many brand todays world a two-legged rat! for the brazen deception it embodies...
Workart fully right of Germán &amp; Co
""As President, I will set a national goal of ensuring that America has the N… [+164202 chars]",2025-02-27T23:33:44Z,https://energycentral.com/c/cp/shattered-mirror-globalisation-unveiling-consequences-electricity-industry
Taiwan risks missing 2025 green energy target as wind projects stall,"Taiwan's renewable energy ambitions are facing mounting hurdles, as regulatory and logistical challenges slow the rollout of solar photovoltaic (PV) and offshore wind projects. The Ministry of Economic Affairs (MOEA) has lowered its renewable energy generatio…","Save my User ID and Password
Some subscribers prefer to save their log-in information so they do not have to enter their User ID and Password each time they visit the site. To activate this function… [+307 chars]",2025-02-27T23:02:14Z,https://www.digitimes.com/news/a20250221VL204/taiwan-renewable-energy-2025-offshore-wind-solar.html
Germany's New Political Leaders Face Big Problems of Their Own Making,Economically troubled Germany just held elections and will soon have a new government. The conservative Christian Democratic Union/Christian Social Union,Economically troubled Germany just held elections and will soon have a new government. The conservative Christian Democratic Union/Christian Social Union (CDU/CSU) is likely to create a coalition wit… [+6744 chars],2025-02-27T22:31:10Z,https://reason.com/2025/02/28/germanys-new-political-leaders-face-big-problems-of-their-own-making/
Carbon Credits Can Benefit Underserved Communities,"Reducing greenhouse gas emissions as much as possible is the priority. At the same time, landscape architects can plant more trees and plants and restore soils, sequestering more carbon than emitted. This creates climate positive projects. To support this wor…","Fond Du Lac Band Forest Carbon Project, Minnesota / © Stan Tekiela
Reducing greenhouse gas emissions as much as possible is the priority. At the same time, landscape architects can plant more trees … [+7100 chars]",2025-02-27T21:46:31Z,https://dirt.asla.org/2025/02/27/carbon-credits-can-benefit-underserved-communities/
The most popular open-world survival game in Steam Next Fest is coming straight for my JRPG-born obsession with floating islands,"Solarpunk smashed its Kickstarter goal, and it's getting a lot of play on Steam","Over a year after it smashed its Kickstarter goal 10 times over, open-world survival crafting game Solarpunk has released a demo as part of Steam Next Fest. It's quickly become the most-played surviv… [+2057 chars]",2025-02-27T21:27:24Z,https://www.gamesradar.com/games/survival/the-most-popular-open-world-survival-game-in-steam-next-fest-is-coming-straight-for-my-jrpg-born-obsession-with-floating-islands/
Innopower looks to small entrepreneurs to grow,"<p>Innopower Co, an energy solution provider, has decided to scale up its business to serve small entrepreneurs after scrapping a plan to build an electric vehicle (EV) factory.</p>","Innopower Co, an energy solution provider, has decided to scale up its business to serve small entrepreneurs after scrapping a plan to build an electric vehicle (EV) factory.
The company, jointly ow… [+2047 chars]",2025-02-27T21:00:00Z,https://www.bangkokpost.com/business/general/2969858/innopower-looks-to-small-entrepreneurs-to-grow
Trump's Energy Policies Face Legal Challenges,"As U.S. President Donald Trump rolls back the former government’s renewable energy initiatives in favour of fossil fuels, environmentalists and climate groups are not taking it lying down. Trump said throughout his electoral campaign that he intended to rever…","We arent expecting a big…
Major oil companies account for…
Energy transition policies threaten defense…
By Felicity Bradstock - Feb 27, 2025, 2:00 PM CSTAs U.S. President Donald Trump rolls back t… [+5329 chars]",2025-02-27T20:00:00Z,https://oilprice.com/Energy/Energy-General/Trumps-Energy-Policies-Face-Legal-Challenges.html
"Italy's Eni unveils 2025-28 plan with share buyback, dividend hike","ROME, Feb. 27 (Xinhua) -- Italian energy giant Eni announced plans on Thursday to boost shareholder returns and expand its energy production capacity as part of its latest capital markets update. Read full story","ROME, Feb. 27 (Xinhua) -- Italian energy giant Eni announced plans on Thursday to boost shareholder returns and expand its energy production capacity as part of its latest capital markets update.
 C… [+759 chars]",2025-02-27T19:37:00Z,https://www.thestar.com.my/news/world/2025/02/28/italy039s-eni-unveils-2025-28-plan-with-share-buyback-dividend-hike
Leapting’s AI-Powered Robot Is Transforming Solar Panel Installation In Australia,"Automation is making its way into every industry, and the solar sector is no exception. Chinese automation company Leapting has just announced that its Intelligent Automatic Navigation PV Module Installation Robot will be deployed at a large-scale solar farm …","Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
Automation is making its way into every industry, and the solar sector is no exception. Chinese automation co… [+3314 chars]",2025-02-27T19:22:23Z,https://cleantechnica.com/2025/02/27/leaptings-ai-powered-robot-is-transforming-solar-panel-installation-in-australia/
Gone with the wind? Economists react to Trump’s ‘no windmills’ promise,"President Trump has stated that he plans to ensure “no windmills” are built during his term in office. Following this statement, the share prices of publicly-traded wind project developers and wind turbine manufacturers fell sharply, down as much as 7.4% in a…","Contributed by Robert Kaineg, Managing Director, and Brendan Casey, Ph.D., Senior Director, at FTI Consulting
Since the passage of the Inflation Reduction Act (IRA), the U.S. wind industry, especial… [+4064 chars]",2025-02-27T19:01:23Z,https://www.renewableenergyworld.com/wind-power/gone-with-the-wind-economists-react-to-trumps-no-windmills-promise/
Water-based batteries could be key in helping Canada achieve its net zero goals by 2050. Here's how,Canada has set an ambitious target to be net zero by 2050.,"Canada has set an ambitious target to be net zero by 2050.
Key to achieving this target will be decarbonizing the country's energy grid.
Renewable energy sources will be an important aspect of thes… [+5993 chars]",2025-02-27T19:00:02Z,https://techxplore.com/news/2025-02-based-batteries-key-canada-net.html
Want to save money by buying less? Here are tips for a 'no-buy' year,"In this week's issue of our environmental newsletter, we get some tips to buy less and save money (and the climate), look at the impacts of PFAS exposure, find out how fossil fuel companies are influencing climate change education in schools.","Hello, Earthlings! This is our weekly newsletter on all things environmental, where we highlight trends and solutions that are moving us to a more sustainable world. Keep up with the latest news on o… [+13743 chars]",2025-02-27T19:00:00Z,https://www.cbc.ca/news/science/what-on-earth-no-buy-year-1.7469862
Home Depot announces $1.3 billion investment in Mexico,"Home Depot Mexico’s President and CEO, José Antonio Rodríguez Garza, emphasized that the company is committed to supporting local industries","Home Depot has unveiled a expansion plan in Mexico, committing $1.3 billion between 2025 and 2028. The investment aims to strengthen the company’s presence in the country, generate employment, and in… [+4152 chars]",2025-02-27T18:32:00Z,https://www.merca20.com/home-depot-announces-1-3-billion-investment-in-mexico/
"Rs 1 lakh crore capex for transmission to boost renewable energy, but risks remain",Crisil Ratings projects a capital expenditure of ₹1 lakh crore in the inter-state transmission system during 2025-26 and 2026-27 to support renewable energy evacuation. Transmission projects are expected to face execution risks but aim to enable connectivity …,"Offer Exclusively For You
Save up to Rs. 700/-
ON ET PRIME MEMBERSHIP
Avail Offer
Offer Exclusively For You
Get 1 Year Free
With 1 and 2-Year ET prime membership
Avail Offer
Offer Exclusively… [+246 chars]",2025-02-27T18:02:26Z,https://economictimes.indiatimes.com/industry/renewables/rs-1-lakh-crore-capex-for-transmission-to-boost-renewable-energy-but-risks-remain/articleshow/118610139.cms
Geologic Hydrogen: A Game-Changer or Another Energy Mirage?,"For now, it’s a tantalizing “maybe.” The authors call for more research, and they’re right—too much is up in the air to bank on it. Think early shale gas: a long shot that hit big, but only after years of grind and breakthroughs. Hydrogen’s got no such playbo…","What if the Earth has been hoarding a massive energy stockpile right under our noses? Thats the provocative idea in a new study from Science Advances (December 13, 2024), Model predictions of global … [+4443 chars]",2025-02-27T18:00:00Z,https://wattsupwiththat.com/2025/02/27/geologic-hydrogen-a-game-changer-or-another-energy-mirage/
Climate Retreat in Germany?,"Mark Hertsgaard



The public still wants action, but elections in the world’s third-biggest economy may stall progress.




The post Climate Retreat in Germany? appeared first on The Nation.","World / February 27, 2025
The public still wants action, but elections in the worlds third-biggest economy may stall progress.
Ad Policy
The Social Democratic Party, which had implemented ambitiou… [+3595 chars]",2025-02-27T16:55:00Z,https://www.thenation.com/article/environment/climate-environment-germany-elections/
Mainstream CEO to exit and Dublin office to close,Company’s Dublin workforce has fallen to 20 from 105 since late 2023 amid cost-cutting drive,"Mainstream Renewable Power said its chief executive, Mary Quaney, is stepping down while the company is closing its Dublin headquarters and moving its base to Oslo, home of its parent, as it seeks to… [+3264 chars]",2025-02-27T16:26:09Z,https://www.irishtimes.com/business/2025/02/27/mainstream-ceo-to-exit-and-dublin-office-to-close/
A New Gulf Growth Model,"Saudi Arabia, the United Arab Emirates, and other Gulf economies find themselves in an increasingly advantageous position, owing to changing geopolitical and market dynamics. The coming months and years may represent the best chance the region has ever had to…","Saudi Arabia, the United Arab Emirates, and other Gulf economies find themselves in an increasingly advantageous position, owing to changing geopolitical and market dynamics. The coming months and ye… [+6729 chars]",2025-02-27T16:23:17Z,https://www.project-syndicate.org/commentary/new-gulf-growth-model-diversification-away-from-oil-by-faris-al-sulayman-and-steffen-hertog-2025-02
Republicans seek to end taxpayer funding of 'green energy boondoggles' on agricultural lands,"Rep. Tom Tiffany, R-Wis., is introducing legislation, shared first with Fox News Digital, to end the use of taxpayer dollars to incentivize green energy projects.","FIRST ON FOX: House Republicans are seeking to prevent the use of taxpayer dollars to incentivize what they describe as ""green energy boondoggles"" on agricultural lands, citing subsidies that could c… [+2191 chars]",2025-02-27T16:05:53Z,https://www.foxnews.com/politics/republicans-seek-end-taxpayer-funding-green-energy-boondoggles-agricultural-lands
"Telenor Builds Norway’s First AI Factory, Offering Sustainable and Sovereign Data Processing","Norway’s first sustainable and secure AI cloud service demonstrates how countries can maintain data sovereignty while advancing green computing initiatives. Building on 170 years as a telecommunications provider, Telenor opened Norway’s first AI factory in No…","Norways first sustainable and secure AI cloud service demonstrates how countries can maintain data sovereignty while advancing green computing initiatives.
Building on 170 years as a telecommunicati… [+3384 chars]",2025-02-27T16:00:07Z,https://blogs.nvidia.com/blog/telenor-ai-factory/
Rolex Taps Leonardo DiCaprio As Latest Testimonee,"Leonardo DiCaprio is now a Rolex ambassador, aligning with the brand’s legacy of excellence and sustainability.
The post Rolex Taps Leonardo DiCaprio As Latest Testimonee appeared first on Haute Time.","Leonardo DiCaprio has officially joined the Rolex family as its newest ambassador, marking a significant moment for both the actor and the luxury watchmaker. The announcement coincides with Rolexs “R… [+3869 chars]",2025-02-27T15:59:54Z,https://www.hautetime.com/rolex-taps-leonardo-dicaprio-as-latest-testimonee/
Water-based batteries could be key in helping Canada achieve its net zero goals by 2050 — here’s how,Aqueous redox flow batteries may be able to store and release renewable energy for decades.,"Canada has set an ambitious target to be net zero by 2050. 

Key to achieving this target will be decarbonizing the country’s energy grid.

Renewable energy sources will be an important aspect of the… [+5585 chars]",2025-02-27T15:55:14Z,https://theconversation.com/water-based-batteries-could-be-key-in-helping-canada-achieve-its-net-zero-goals-by-2050-heres-how-221083
WinGD Delivers World’s Largest Methanol-Fueled Marine Engine,"Swiss marine power company WinGD has reached a significant milestone with its first methanol-fueled engine passing factory and type approval tests and now heading for shipyard delivery. The ten-cylinder, 92-bore...",Swiss marine power company WinGD has reached a significant milestone with its first methanol-fueled engine passing factory and type approval tests and now heading for shipyard delivery. The ten-cylin… [+3609 chars],2025-02-27T15:52:26Z,https://gcaptain.com/wingd-delivers-worlds-largest-methanol-fueled-marine-engine/
